IA1	IA2	IB1	averageP	sdp	overlap	direction
severe rash	severe diarrhea	refdist	0.538835586909661	0.0100516137233169	0.922328826180678	1
mild dry mouth	severe localized numbness	refdist	0.53005869776482	0.00907718139184067	0.93988260447036	1
severe localized pain	severe dizziness	refdist	0.600738581146744	0.00905984516878591	0.798522837706511	1
mild difficulty hearing	severe difficulty sleeping	refdist	0.602741258741259	0.00904088580990919	0.794517482517483	1
mild skin discoloration	mild dizziness	refdist	0.476343034536283	0.00949432368262472	0.952686069072565	-1
mild rash	severe dry mouth	refdist	0.458065268522148	0.012342460079985	0.916130537044296	-1
mild localized numbness	severely abnormal mole	refdist	0.496166893071997	0.00991785672946279	0.992333786143994	-1
severe generalized pain	severe difficulty sleeping	refdist	0.611295900524577	0.00898821975259746	0.777408198950845	1
mild change in weight	severe constipation	refdist	0.533795253971367	0.00939274201917678	0.932409492057266	1
severe difficulty breathing	severe daytime drowsiness	refdist	0.634842289039767	0.00938505036323297	0.730315421920466	1
severe abnormal bruising	severe change in weight	refdist	0.526828986075701	0.00945542315595474	0.946342027848598	1
severe rash	severe abnormal bruising	refdist	0.534008629142969	0.00994953691494731	0.931982741714062	1
mild dizziness	severe constipation	refdist	0.548273980582524	0.00922116456377916	0.903452038834951	1
mild constipation	mild localized pain	refdist	0.499638764808701	0.00898466126736414	0.999277529617401	-1
mild localized pain	mild coughing	refdist	0.491464507370054	0.00905859318199518	0.982929014740109	-1
mild abnormal bruising	mild difficulty seeing	refdist	0.52116588966589	0.00928554856492899	0.957668220668221	1
mild localized pain	mild difficulty breathing	refdist	0.574735419906687	0.0094700732671989	0.850529160186625	1
mild abnormal bruising	severe slurred speech	refdist	0.550985625485625	0.00935211954449058	0.898028749028749	1
mild skin discoloration	mild diarrhea	refdist	0.506181359223301	0.010071533711445	0.987637281553398	1
mild difficulty seeing	mild difficulty sleeping	refdist	0.54156462585034	0.0090543245355869	0.91687074829932	1
mild skin discoloration	mild coughing	refdist	0.433605543710021	0.00928902284523178	0.867211087420043	-1
mildly abnormal mole	mild diarrhea	refdist	0.501709702508264	0.00896276244437303	0.996580594983473	1
mild generalized pain	severe diarrhea	refdist	0.544677663496992	0.00922509773531997	0.910644673006016	1
mild skin discoloration	severe abnormal sweating	refdist	0.494612827988338	0.00987232425670388	0.989225655976676	-1
mild skin discoloration	severe sneezing	refdist	0.448165436893204	0.00965268579262388	0.896330873786408	-1
mildly abnormal mole	severe difficulty breathing	refdist	0.603063908313908	0.00916371072035414	0.793872183372183	1
mild abnormal bruising	mild dry mouth	refdist	0.428927933177933	0.00912037827051299	0.857855866355866	-1
mild sneezing	mild slurred speech	refdist	0.491417751019615	0.00874496154630682	0.982835502039231	-1
mild constipation	mild slurred speech	refdist	0.514011262135922	0.00941399504799098	0.971977475728155	1
mild rash	mild slurred speech	refdist	0.508570672417173	0.00915751695829041	0.982858655165654	1
mild dizziness	severe eye irritation	refdist	0.521420725790801	0.00910982907020813	0.957158548418397	1
mild diarrhea	severe high blood pressure	refdist	0.57977775617344	0.00963346565447314	0.840444487653121	1
mild difficulty breathing	severe sneezing	refdist	0.565780867198133	0.00939550342821837	0.868438265603733	1
severe high blood pressure	severe localized numbness	refdist	0.585364184328213	0.00907328234939766	0.829271631343574	1
mild generalized pain	severe sneezing	refdist	0.506227617013012	0.00903060362433849	0.987544765973976	1
severe rash	severe dizziness	refdist	0.548076696743821	0.0102138439537761	0.903846606512358	1
severe rash	severe localized numbness	refdist	0.545886840556972	0.00987959170729925	0.908226318886056	1
mild difficulty breathing	severe localized bleeding	refdist	0.634740575204042	0.00899793075487706	0.730518849591916	1
mild generalized pain	severe difficulty hearing	refdist	0.592122282608696	0.00921615145758489	0.815755434782609	1
severe sneezing	severe dizziness	refdist	0.542711897356143	0.00950182870437875	0.914576205287714	1
mild change in weight	severe generalized pain	refdist	0.570655747351903	0.00940271786074705	0.858688505296195	1
mild coughing	severe difficulty seeing	refdist	0.606624127230411	0.00924114581351379	0.786751745539178	1
mild high blood pressure	severe localized numbness	refdist	0.554342590794329	0.00912550161373526	0.891314818411342	1
mild skin discoloration	severe coughing	refdist	0.522097570456754	0.0100214327510796	0.955804859086492	1
mild difficulty hearing	mild dizziness	refdist	0.518479611650485	0.00959296375470526	0.963040776699029	1
mildly abnormal mole	mild generalized pain	refdist	0.491801049154847	0.0092873433669365	0.983602098309695	-1
severe constipation	severe difficulty breathing	refdist	0.638834563106796	0.00902377476590988	0.722330873786408	1
mild difficulty seeing	mild fever	refdist	0.528854734365811	0.00910685133024042	0.942290531268379	1
mild skin discoloration	severe memory problems	refdist	0.608631599378882	0.00962615250792721	0.782736801242236	1
mild abnormal sweating	severe skin discoloration	refdist	0.48984779654436	0.00908951643633489	0.979695593088721	-1
mild generalized pain	mild coughing	refdist	0.503086855370299	0.00892171143770115	0.993826289259403	1
mild localized pain	severe difficulty breathing	refdist	0.627547660648418	0.00902558079782684	0.744904678703164	1
severe fever	severe daytime drowsiness	refdist	0.556550460513423	0.0128420470429451	0.886899078973153	1
mild localized numbness	severe localized bleeding	refdist	0.616793438167346	0.00917007293371689	0.766413123665308	1
mild difficulty breathing	severe change in appetite	refdist	0.571913069073783	0.00923224775788637	0.856173861852433	1
mild high blood pressure	severe localized pain	refdist	0.593981366459627	0.00936690702343519	0.812037267080745	1
mild headache	severe localized bleeding	refdist	0.605009404388715	0.00887477070472328	0.78998119122257	1
mild change in appetite	severe coughing	refdist	0.505240777080063	0.00950209975414835	0.989518445839874	1
severely abnormal mole	severe localized numbness	refdist	0.541427378640777	0.00966738483911665	0.917145242718447	1
mild abnormal sweating	mild localized bleeding	refdist	0.533922748447205	0.00959638689174526	0.93215450310559	1
severe high blood pressure	severe eye irritation	refdist	0.579126481445502	0.00905534482526989	0.841747037108995	1
mild memory problems	mild difficulty sleeping	refdist	0.570614457831325	0.00936595607284446	0.85877108433735	1
mild abnormal bruising	mild generalized pain	refdist	0.501839448650747	0.00912597854674794	0.996321102698505	1
mild coughing	mild fever	refdist	0.467286105675147	0.0121606927857451	0.934572211350294	-1
mild difficulty breathing	severe dizziness	refdist	0.587105037930364	0.00959806014254532	0.825789924139273	1
severe sneezing	severe difficulty breathing	refdist	0.618241359223301	0.0088567920574038	0.763517281553398	1
mild localized bleeding	severe eye irritation	refdist	0.550092639347446	0.00939466684164945	0.899814721305108	1
mild localized pain	mild daytime drowsiness	refdist	0.495771817298348	0.00883174860769906	0.991543634596696	-1
mild abnormal bruising	mild slurred speech	refdist	0.503830840939988	0.00918649567042001	0.992338318120023	1
mild slurred speech	severe abnormal bruising	refdist	0.541639914496696	0.0094683668537869	0.916720171006607	1
mild localized pain	mild dry mouth	refdist	0.484063920730523	0.0090669025430071	0.968127841461045	-1
mild fever	severe difficulty sleeping	refdist	0.593073290221438	0.00904724634977159	0.813853419557123	1
severe localized bleeding	severe change in weight	refdist	0.60573172643543	0.00923459265708678	0.78853654712914	1
mild eye irritation	mild slurred speech	refdist	0.510706430930639	0.0092335418003528	0.978587138138722	1
mild difficulty seeing	severe difficulty breathing	refdist	0.634574951456311	0.00912543665956057	0.730850097087379	1
mild constipation	severely abnormal mole	refdist	0.479636980985642	0.00934231192857506	0.959273961971284	-1
severe dizziness	severe daytime drowsiness	refdist	0.55993280248592	0.00967775807656222	0.880134395028161	1
mild headache	mild slurred speech	refdist	0.505915719325755	0.00917281283816903	0.988168561348491	1
mild high blood pressure	severe constipation	refdist	0.555260194174757	0.00877576355635024	0.889479611650486	1
severe localized numbness	severe coughing	refdist	0.558973341116949	0.00905342840806187	0.882053317766102	1
severe dizziness	severe headache	refdist	0.576103610675039	0.0121916563880103	0.847792778649922	1
mild localized bleeding	mild dry mouth	refdist	0.525826661484648	0.00903488750127572	0.948346677030703	1
mild difficulty breathing	severe diarrhea	refdist	0.584566737905576	0.00956823620457238	0.830866524188848	1
mild localized bleeding	severe abnormal bruising	refdist	0.553648007774538	0.00969772607040457	0.892703984450923	1
mild coughing	severe abnormal sweating	refdist	0.502429015342785	0.00928089465103807	0.99514196931443	1
mild headache	severe coughing	refdist	0.529437095191364	0.00958735963066303	0.941125809617272	1
severe sneezing	severe fever	refdist	0.539631424087878	0.0122481832471988	0.920737151824245	1
mild difficulty sleeping	severe diarrhea	refdist	0.539377549038648	0.00950502335345077	0.921244901922703	1
mild localized bleeding	severe slurred speech	refdist	0.560691410804508	0.0093777029273974	0.878617178390983	1
mild fever	severe sneezing	refdist	0.470807292687708	0.0124943813355883	0.941614585375417	-1
mild fever	severe dizziness	refdist	0.545480188309141	0.00930198939309381	0.909039623381718	1
mildly abnormal mole	severe diarrhea	refdist	0.517460850981154	0.00970574105524214	0.965078298037692	1
mild memory problems	mild localized bleeding	refdist	0.574273751700019	0.0090162564686452	0.851452496599961	1
mild daytime drowsiness	severe sneezing	refdist	0.462784409020218	0.0091397211346716	0.925568818040435	-1
mild high blood pressure	mild abnormal sweating	refdist	0.511032389449185	0.00899208383866895	0.977935221101629	1
mild localized numbness	mild change in appetite	refdist	0.468089929467085	0.00909130808460066	0.936179858934169	-1
mild daytime drowsiness	severe localized numbness	refdist	0.541613649620844	0.00933942111490896	0.916772700758312	1
severe memory problems	severe localized bleeding	refdist	0.656378834951456	0.00926406125810244	0.687242330097087	1
mild difficulty breathing	severe change in weight	refdist	0.563682228324833	0.00948978730459804	0.872635543350333	1
severe localized numbness	severe daytime drowsiness	refdist	0.556995145631068	0.0095450903312578	0.886009708737864	1
mild change in appetite	severe memory problems	refdist	0.592077601410935	0.00888284452486013	0.81584479717813	1
severe abnormal sweating	severe diarrhea	refdist	0.544789852255054	0.00915963258309739	0.910420295489891	1
mild memory problems	severe high blood pressure	refdist	0.581977453838678	0.00928013089868909	0.836045092322643	1
mild dizziness	mild headache	refdist	0.484643682664055	0.00956826034332078	0.96928736532811	-1
mild difficulty breathing	severe headache	refdist	0.590197448478901	0.00987560470728265	0.819605103042198	1
severe localized numbness	severe dizziness	refdist	0.561882558817811	0.00947763250733991	0.876234882364379	1
mild change in weight	severe difficulty sleeping	refdist	0.582096451676142	0.00943825950126834	0.835807096647716	1
severe fever	severe difficulty sleeping	refdist	0.609793529411765	0.00887976650670576	0.780412941176471	1
severe localized pain	severe daytime drowsiness	refdist	0.596514169254658	0.00925630431811339	0.806971661490683	1
mild sneezing	mild change in weight	refdist	0.378459125661635	0.00915076474210168	0.75691825132327	-1
mild high blood pressure	mild difficulty seeing	refdist	0.539884854368932	0.00920662662503576	0.920230291262136	1
mild sneezing	severe change in appetite	refdist	0.4630399921584	0.0119827880951085	0.926079984316801	-1
mild abnormal bruising	severe localized pain	refdist	0.57548689065838	0.00901968321255404	0.84902621868324	1
mild abnormal sweating	severe fever	refdist	0.536450039184953	0.0129705212554543	0.927099921630094	1
mild coughing	severe daytime drowsiness	refdist	0.522387984496124	0.00925209854009028	0.955224031007752	1
severe diarrhea	severe daytime drowsiness	refdist	0.549785215366705	0.00920332284080731	0.900429569266589	1
mild change in weight	severe skin discoloration	refdist	0.48502255786583	0.00986334466823378	0.97004511573166	-1
mild difficulty sleeping	severe constipation	refdist	0.542248202137998	0.00925217698977305	0.915503595724004	1
mild difficulty sleeping	severe change in appetite	refdist	0.52678481757552	0.00917696084944291	0.94643036484896	1
severe constipation	severe difficulty hearing	refdist	0.600481258496795	0.00932104638310809	0.799037483006409	1
severe difficulty seeing	severe dry mouth	refdist	0.608907360652554	0.00940831242095106	0.782185278694892	1
mild memory problems	mild generalized pain	refdist	0.56708427184466	0.009112652978631	0.86583145631068	1
mild localized pain	severe fever	refdist	0.548974700921749	0.0129562586127115	0.902050598156501	1
mild high blood pressure	mild difficulty hearing	refdist	0.525476893203883	0.00914888230205276	0.949046213592233	1
severe difficulty hearing	severe difficulty sleeping	refdist	0.619835760046593	0.00911520835312541	0.760328479906814	1
mild constipation	severe dry mouth	refdist	0.477528349514563	0.00904326398238009	0.955056699029126	-1
mild diarrhea	mild change in weight	refdist	0.509667516673205	0.00964624569754369	0.98066496665359	1
severe memory problems	severe localized pain	refdist	0.650128957079045	0.00901370559057949	0.699742085841911	1
mild high blood pressure	mild fever	refdist	0.516420568070519	0.00924091724143124	0.967158863858962	1
severe eye irritation	severe sneezing	refdist	0.514208778403573	0.00944564375387182	0.971582443192853	1
mild abnormal bruising	severe sneezing	refdist	0.438928515928516	0.00934213012717318	0.877857031857032	-1
mild generalized pain	severe dry mouth	refdist	0.506037856726849	0.00934022132779607	0.987924286546302	1
mildly abnormal mole	mild change in weight	refdist	0.388815185403178	0.00912728575405457	0.777630370806357	-1
mild localized bleeding	severe localized numbness	refdist	0.556758406219631	0.00910921221921351	0.886483187560739	1
mild skin discoloration	severe eye irritation	refdist	0.502949543954978	0.0092928928162832	0.994100912090045	1
severe diarrhea	severe headache	refdist	0.573654449235594	0.013347479733388	0.852691101528812	1
severe dry mouth	severe fever	refdist	0.539061568627451	0.0127370047302291	0.921876862745098	1
mild generalized pain	severe difficulty breathing	refdist	0.630137589753542	0.00866740087248512	0.739724820492917	1
mildly abnormal mole	mild headache	refdist	0.394349284173367	0.00932213322318587	0.788698568346735	-1
mild sneezing	severe high blood pressure	refdist	0.547747959580256	0.00914346334488011	0.904504080839487	1
mild constipation	mild localized numbness	refdist	0.499816734614638	0.00896391340431517	0.999633469229276	-1
mild localized bleeding	mild headache	refdist	0.533432072142717	0.00963061096020726	0.933135855714566	1
mild dry mouth	severe coughing	refdist	0.522246498054475	0.00948994834694771	0.95550700389105	1
mild localized bleeding	mild generalized pain	refdist	0.548392503398718	0.00922502742316417	0.903214993202563	1
mild coughing	severe difficulty hearing	refdist	0.576329003489725	0.0090677719660535	0.847341993020551	1
mild memory problems	severe constipation	refdist	0.575808237808432	0.0089528908887516	0.848383524383136	1
mild change in appetite	severe difficulty hearing	refdist	0.552934378060725	0.0087665448807128	0.89413124387855	1
mild memory problems	mild dizziness	refdist	0.561705105804698	0.00924022821080927	0.876589788390604	1
severe localized bleeding	severe difficulty seeing	refdist	0.645333657020781	0.00862085507115128	0.709332685958439	1
mild fever	severe eye irritation	refdist	0.517427703761756	0.00882433297226898	0.965144592476489	1
mild headache	severe dizziness	refdist	0.539993920376544	0.00973106409313461	0.920012159246911	1
mild diarrhea	severe abnormal bruising	refdist	0.543434292379471	0.00947485415151719	0.913131415241057	1
mild eye irritation	mild coughing	refdist	0.462092725509214	0.00917585235579212	0.924185451018429	-1
mild eye irritation	severe difficulty seeing	refdist	0.61241838321026	0.00933391638046606	0.775163233579479	1
severe high blood pressure	severe daytime drowsiness	refdist	0.582249563021946	0.00940340854692105	0.835500873956108	1
mild eye irritation	severe daytime drowsiness	refdist	0.527336893203884	0.00947735349746651	0.945326213592233	1
severe constipation	severe daytime drowsiness	refdist	0.558097845078625	0.00965006528033687	0.883804309842749	1
mild dry mouth	severe high blood pressure	refdist	0.554882387247278	0.00911295147981355	0.890235225505443	1
mild abnormal sweating	mild rash	refdist	0.456605170387779	0.0121621888916836	0.913210340775558	-1
mild slurred speech	severe difficulty hearing	refdist	0.592794563106796	0.0091590923571764	0.814410873786408	1
mild slurred speech	severe sneezing	refdist	0.509215853895473	0.00927810661553084	0.981568292209054	1
severe eye irritation	severe change in weight	refdist	0.511379702194357	0.00979061831040028	0.977240595611285	1
mild difficulty hearing	mild slurred speech	refdist	0.522832135224403	0.00943222919337922	0.954335729551195	1
mild slurred speech	severe localized bleeding	refdist	0.620140388349515	0.00936577292433038	0.759719223300971	1
severely abnormal mole	severe difficulty seeing	refdist	0.611364324534161	0.009326677941283	0.777271350931677	1
mild daytime drowsiness	severe change in appetite	refdist	0.48206043956044	0.0126553318786569	0.964120879120879	-1
mild difficulty seeing	severe generalized pain	refdist	0.594760349854227	0.00949782487229548	0.810479300291545	1
mild difficulty hearing	severe dizziness	refdist	0.556128110419907	0.00894913925252384	0.887743779160187	1
mild dry mouth	severe abnormal bruising	refdist	0.518210106899903	0.00915009577433569	0.963579786200194	1
mild headache	severe difficulty seeing	refdist	0.607088984711878	0.00922211099922374	0.785822030576245	1
mild difficulty breathing	severe slurred speech	refdist	0.590227643856921	0.00959891042519059	0.819544712286159	1
mild diarrhea	severe headache	refdist	0.570021581322346	0.0123648604759533	0.859956837355307	1
mild constipation	severe fever	refdist	0.544189374632425	0.0121842644376462	0.91162125073515	1
mild headache	severe dry mouth	refdist	0.452478542034098	0.00945682724838641	0.904957084068195	-1
mild diarrhea	severe difficulty sleeping	refdist	0.604601709733826	0.00865298198978277	0.790796580532349	1
mild difficulty seeing	severe rash	refdist	0.531995294117647	0.0102269318507229	0.936009411764706	1
mild high blood pressure	mild memory problems	refdist	0.568762376237624	0.00903548192249307	0.862475247524753	1
mild localized numbness	mild dry mouth	refdist	0.483947940947941	0.00934816109145595	0.967895881895882	-1
severe memory problems	severe abnormal sweating	refdist	0.631189031505251	0.00907137353878185	0.737621936989498	1
mild abnormal bruising	severe difficulty seeing	refdist	0.604859195960381	0.00878776761419396	0.790281608079239	1
mild difficulty breathing	mild fever	refdist	0.569521184778344	0.00931656020906622	0.860957630443311	1
mild dry mouth	severe sneezing	refdist	0.448491643995336	0.00925194163378966	0.896983287990672	-1
mild generalized pain	mild headache	refdist	0.504565634796238	0.00960404343656642	0.990868730407523	1
mild memory problems	mild diarrhea	refdist	0.56978429848426	0.00931216383137465	0.860431403031481	1
mild coughing	mild change in appetite	refdist	0.417212091567208	0.00880468798636791	0.834424183134416	-1
severely abnormal mole	severe slurred speech	refdist	0.557584740827024	0.0096961060800708	0.884830518345952	1
mild localized pain	mild localized numbness	refdist	0.503920567100408	0.00927217263122434	0.992158865799184	1
mild localized bleeding	severe constipation	refdist	0.55660746210649	0.00928841725426363	0.886785075787019	1
mild rash	severe change in appetite	refdist	0.480984164687253	0.0124279077679846	0.961968329374505	-1
mild difficulty hearing	severe sneezing	refdist	0.510774193548387	0.00915685099082344	0.978451612903226	1
mild high blood pressure	severe dizziness	refdist	0.556077894327894	0.00906877969915711	0.887844211344211	1
severe abnormal sweating	severe difficulty hearing	refdist	0.591692397433405	0.00911833232702745	0.816615205133191	1
mild slurred speech	severe dry mouth	refdist	0.507964459118275	0.00946170257190525	0.984071081763449	1
mild difficulty seeing	severe dry mouth	refdist	0.525340714840715	0.00957583718116282	0.94931857031857	1
severe memory problems	severe generalized pain	refdist	0.649726583754372	0.00915758800419577	0.700546832491255	1
mild skin discoloration	severe difficulty seeing	refdist	0.599557173364395	0.00932669931942506	0.800885653271209	1
mild constipation	severe eye irritation	refdist	0.518802406832298	0.00896073478014177	0.962395186335404	1
mild memory problems	severe eye irritation	refdist	0.568936310679612	0.00927522887100932	0.862127378640777	1
mild high blood pressure	severe daytime drowsiness	refdist	0.538998448108632	0.00868749997669458	0.922003103782735	1
mild diarrhea	severe memory problems	refdist	0.633987565572178	0.00866846639132452	0.732024868855644	1
mild slurred speech	severe constipation	refdist	0.553622304254906	0.00922201749433549	0.892755391490188	1
mild difficulty sleeping	severe abnormal sweating	refdist	0.533279626386457	0.00938947260253896	0.933440747227087	1
severe abnormal bruising	severe dry mouth	refdist	0.528040411890422	0.00941323824736742	0.943919176219157	1
mild memory problems	severe diarrhea	refdist	0.573926601941748	0.00898029522844923	0.852146796116505	1
mild localized bleeding	severe high blood pressure	refdist	0.562952954898911	0.00910211731202763	0.874094090202177	1
mild eye irritation	mild dizziness	refdist	0.488658186055545	0.00974233151427984	0.97731637211109	-1
severe skin discoloration	severe coughing	refdist	0.540879182879377	0.00928998197016027	0.918241634241245	1
severe eye irritation	severe coughing	refdist	0.546507874781256	0.00924150366223819	0.906984250437488	1
mild memory problems	severe sneezing	refdist	0.555640761608704	0.00930900995179583	0.888718476782592	1
mild difficulty hearing	mild change in appetite	refdist	0.483258722069777	0.00912501303003396	0.966517444139553	-1
mild headache	severe fever	refdist	0.536444884227192	0.0129084912599407	0.927110231545617	1
mild high blood pressure	severe abnormal sweating	refdist	0.52487638483965	0.00897411626272051	0.9502472303207	1
mild high blood pressure	mild difficulty breathing	refdist	0.580018065268065	0.0093469387853103	0.839963869463869	1
severe rash	severely abnormal mole	refdist	0.482327522037218	0.0131468909407954	0.964655044074437	-1
mild localized numbness	severe slurred speech	refdist	0.56487432012432	0.00932805182469757	0.87025135975136	1
mild daytime drowsiness	severe diarrhea	refdist	0.533334563823587	0.00916401717336303	0.933330872352827	1
severe fever	severe headache	refdist	0.575456435643564	0.011724976266144	0.849087128712871	1
mild sneezing	severe skin discoloration	refdist	0.474543317793318	0.00892831242919634	0.949086635586636	-1
severe memory problems	severe rash	refdist	0.62453224857871	0.00950133231387867	0.75093550284258	1
mild memory problems	severe fever	refdist	0.575427927044519	0.00949229679563143	0.849144145910963	1
mild eye irritation	severe difficulty sleeping	refdist	0.591938034188034	0.00946585686374272	0.816123931623932	1
mild rash	severe skin discoloration	refdist	0.492819376348304	0.0090630036667373	0.985638752696607	-1
mild high blood pressure	severe dry mouth	refdist	0.512500970496894	0.00908016610850289	0.974998059006211	1
mild localized bleeding	mild difficulty breathing	refdist	0.585046082053276	0.00927421522245181	0.829907835893447	1
mild daytime drowsiness	mild slurred speech	refdist	0.510160544217687	0.0090431421160691	0.979678911564626	1
severe high blood pressure	severe dizziness	refdist	0.586057176196033	0.0095581596429852	0.827885647607935	1
severe localized pain	severe difficulty breathing	refdist	0.648339351582217	0.009055140975741	0.703321296835566	1
severe diarrhea	severe eye irritation	refdist	0.546606636910538	0.00901472313147889	0.906786726178925	1
mild abnormal sweating	severe coughing	refdist	0.530734745433346	0.00941973572853158	0.938530509133307	1
mild slurred speech	severe change in appetite	refdist	0.514552941176471	0.00907488944927886	0.970894117647059	1
mild localized numbness	severe memory problems	refdist	0.628276504854369	0.00962214633016871	0.743446990291262	1
mild abnormal bruising	severe eye irritation	refdist	0.508660842554844	0.00900066173084432	0.982678314890313	1
mild localized bleeding	severe change in appetite	refdist	0.542047460286331	0.00954933961813884	0.915905079427339	1
mild localized bleeding	mild daytime drowsiness	refdist	0.537642301710731	0.00948301169800791	0.924715396578538	1
mild slurred speech	severe daytime drowsiness	refdist	0.537544448757764	0.00962990856362164	0.924911102484472	1
mild dry mouth	severe difficulty seeing	refdist	0.599455993782786	0.0088748307359845	0.801088012434428	1
mild eye irritation	mild difficulty seeing	refdist	0.527897201710066	0.00937558173190118	0.944205596579868	1
mild rash	severe memory problems	refdist	0.619014702999412	0.00925317286751682	0.761970594001176	1
severe abnormal bruising	severe dizziness	refdist	0.559677620066109	0.00943492387690153	0.880644759867781	1
severe constipation	severe localized numbness	refdist	0.561379786200194	0.00900284980386585	0.877240427599611	1
mild localized bleeding	severe change in weight	refdist	0.534406194863752	0.00919470569750566	0.931187610272496	1
mild headache	severe difficulty hearing	refdist	0.577123040752351	0.00957368115415406	0.845753918495298	1
mild localized pain	severe difficulty seeing	refdist	0.618616355866356	0.00954983066486884	0.762767288267288	1
severe eye irritation	severe headache	refdist	0.568819643207214	0.0128227718296308	0.862360713585572	1
mild difficulty seeing	mild change in weight	refdist	0.51815963914493	0.00967796593963263	0.963680721710139	1
mild difficulty sleeping	severe localized bleeding	refdist	0.62352972027972	0.00915480242948806	0.752940559440559	1
severe skin discoloration	severe dry mouth	refdist	0.491524965999611	0.00933522898688034	0.983049931999223	-1
severe coughing	severe dizziness	refdist	0.552864733359284	0.00940782023611882	0.894270533281432	1
mild coughing	severe change in appetite	refdist	0.477951448707909	0.0123534544711058	0.955902897415818	-1
mild constipation	mild dizziness	refdist	0.492747476708075	0.00899471106350468	0.985494953416149	-1
mild dry mouth	mild sneezing	refdist	0.399613830613831	0.00867406846525045	0.799227661227661	-1
severe high blood pressure	severe difficulty hearing	refdist	0.606326986594133	0.00913793366003253	0.787346026811735	1
mild rash	severe dizziness	refdist	0.542886426049431	0.00925600649626182	0.914227147901138	1
mild localized bleeding	severe difficulty sleeping	refdist	0.608965423465423	0.00887893643205812	0.782069153069153	1
mild difficulty hearing	severe memory problems	refdist	0.632169386169386	0.00884760080667833	0.735661227661228	1
mild high blood pressure	severe difficulty hearing	refdist	0.593196196390452	0.00915721477724456	0.813607607219096	1
severe abnormal bruising	severe slurred speech	refdist	0.57364101068999	0.00928406102991661	0.852717978620019	1
mild abnormal bruising	mild change in appetite	refdist	0.411713893787968	0.00897601861503556	0.823427787575936	-1
mild eye irritation	severe localized bleeding	refdist	0.609864801864802	0.00952515770802955	0.780270396270396	1
mildly abnormal mole	mild coughing	refdist	0.429191344847662	0.00896730611757512	0.858382689695323	-1
mild daytime drowsiness	severe abnormal bruising	refdist	0.529848920863309	0.00985338127002081	0.940302158273381	1
mild skin discoloration	mild difficulty seeing	refdist	0.515451650485437	0.00934492395617236	0.969096699029126	1
mild diarrhea	mild difficulty breathing	refdist	0.580800116663426	0.00929560889315125	0.838399766673148	1
mild rash	mild difficulty sleeping	refdist	0.521236909197882	0.00933204819058505	0.957526181604236	1
mild memory problems	mild headache	refdist	0.552236769894159	0.00932428097016183	0.895526460211682	1
severe abnormal sweating	severe localized bleeding	refdist	0.619797200077776	0.00867525691277899	0.760405599844449	1
mildly abnormal mole	severe abnormal bruising	refdist	0.51277833949057	0.00922297371274517	0.97444332101886	1
mild constipation	severe localized pain	refdist	0.585059417475728	0.00907175983631207	0.829881165048544	1
mild diarrhea	severe change in weight	refdist	0.514645098039216	0.00930894786819424	0.970709803921569	1
mild coughing	severe localized pain	refdist	0.57683514352211	0.00871985493642823	0.84632971295578	1
mild difficulty breathing	severe generalized pain	refdist	0.605372034227927	0.00975504472918698	0.789255931544146	1
mild difficulty hearing	severe coughing	refdist	0.54588326848249	0.00920824862113153	0.90823346303502	1
severe skin discoloration	severe difficulty hearing	refdist	0.588340326340326	0.0093721958443591	0.823319347319347	1
mild difficulty hearing	severe change in weight	refdist	0.509112134875515	0.00973422202226378	0.981775730248971	1
severe difficulty seeing	severe change in appetite	refdist	0.616482055304962	0.00942728654411863	0.767035889390076	1
mildly abnormal mole	severe dizziness	refdist	0.527463049397122	0.00937399860539374	0.945073901205757	1
severely abnormal mole	severe change in appetite	refdist	0.482542123824451	0.0132463935641775	0.965084247648903	-1
mildly abnormal mole	severe daytime drowsiness	refdist	0.510426879005632	0.00913638643495436	0.979146241988736	1
severe memory problems	severe eye irritation	refdist	0.633000194137061	0.00928059665314297	0.733999611725878	1
mild dry mouth	mild dizziness	refdist	0.477158058252427	0.00867666646723421	0.954316116504854	-1
mild dry mouth	severe skin discoloration	refdist	0.481831486880466	0.00909598274034933	0.963662973760933	-1
mild skin discoloration	severe localized numbness	refdist	0.529883472518936	0.00975203147781813	0.940233054962129	1
mild generalized pain	severe high blood pressure	refdist	0.57778220322518	0.0096457958404578	0.844435593549641	1
mild abnormal bruising	mild difficulty breathing	refdist	0.561089212827988	0.00917531426594323	0.877821574344023	1
severe memory problems	severe diarrhea	refdist	0.637847019996117	0.00925712851331779	0.724305960007765	1
mild generalized pain	severe abnormal sweating	refdist	0.518588372545207	0.0091732866070867	0.962823254909586	1
mildly abnormal mole	mild sneezing	refdist	0.378520598523125	0.00874481665306881	0.75704119704625	-1
mild coughing	severe eye irritation	refdist	0.51044513377278	0.00932881373383394	0.97910973245444	1
mild skin discoloration	severe difficulty sleeping	refdist	0.578061529503106	0.00974871286416625	0.843876940993789	1
severe localized bleeding	severe daytime drowsiness	refdist	0.624431593246652	0.00928479063685633	0.751136813506695	1
mild difficulty sleeping	severe sneezing	refdist	0.521420408163265	0.00923094736111811	0.957159183673469	1
severe localized numbness	severe difficulty seeing	refdist	0.630731636222309	0.00910084551300995	0.738536727555383	1
mild constipation	severe memory problems	refdist	0.624451262135922	0.00909122464111892	0.751097475728155	1
mild sneezing	severe eye irritation	refdist	0.496023490584353	0.00869078730455229	0.992046981168705	-1
